Latitude;Longitude;Data;CPF;CNPJ;nome_cliente;regiao;estado;produto;quantidade;estoque_atual;valor_unitario;lucro_total
3,660891;-55,807135;23/12/2025;53909315488;;Maysa Rodrigues;Norte;Para;Notebook Dell Inspiron;9;43;3426,82;10967,5
1,851294;-57,812771;14/02/2025;;26017516000132;Atacadista Informatica;Norte;Roraima;Smart TV LG;6;72;2581,71;7300,54
4,335969;-64,559042;23/08/2024;33266052854;;Sr. Caleb Novais;Norte;Tocantins;Smart TV LG;7;65;2361,84;5262,18
-27,194518;-51,410125;18/12/2025;95215896550;;Clarice Aragao;Sul;Rio Grande do Sul;Smart TV LG;5;60;2152,2;3949,32
-21,034237;-39,725714;28/03/2025;;86135143000126;Comercio Eletronico Brasil;Sudeste;Sao Paulo;Notebook Dell Inspiron;7;36;3002,24;8389,5
-3,934756;-45,977754;31/05/2025;;67263673000105;Comercio Eletronico Brasil;Nordeste;Paraiba;Smart TV LG;5;55;2719,42;4190,21
-22,567335;-57,597473;04/04/2025;20318024292;;Juan Silva;Sul;Rio Grande do Sul;Impressora HP;9;3;778,41;2527,71
-7,718751;-41,015728;28/04/2025;;26788532000129;Varejo Digital LTDA;Nordeste;Maranhao;Tablet Apple iPad;8;3;3595,78;10035,57
1,459987;-50,629381;29/03/2025;91490773762;;Pietro Siqueira;Norte;Acre;Notebook Dell Inspiron;8;28;3405,15;8384,41
-23,00567;-49,716167;15/06/2024;82128271355;;Anthony Costa;Sul;Santa Catarina;Notebook Dell Inspiron;4;24;2881,77;4450,46
-4,032321;-51,042956;10/08/2024;34727491800;;Livia da Rosa;Norte;Amapa;Impressora HP;2;1;577,47;455,5
-15,441397;-50,706734;13/08/2024;60679372717;;Giovanna Cassiano;Sudeste;Sao Paulo;Tablet Apple iPad;2;1;2715,89;2324,46
-3,504658;-51,337686;04/09/2025;;64510103000184;Industria Eletronica Brasil;Norte;Roraima;Impressora HP;1;0;881,33;360,48
-17,97819;-56,428934;05/01/2025;16659348328;;Dr. Henry Gabriel Fernandes;Centro-Oeste;Distrito Federal;Tablet Apple iPad;1;0;3882,96;1776,36
-27,05704;-50,732141;12/08/2025;81032533919;;Ravi Rocha;Sul;Santa Catarina;Smart TV LG;6;49;2251,91;4481,4
-24,001757;-45,407625;16/12/2025;91289794006;;Ian Barros;Sudeste;Minas Gerais;Tablet Apple iPad;5;78;3592,3;8900,85
-23,935726;-59,172248;05/10/2025;;43140664000169;Varejo Digital LTDA;Centro-Oeste;Mato Grosso;Smart TV LG;4;45;2008,46;2640,63
-1,823268;-53,238136;02/08/2024;;08367931000134;Industria Eletronica Brasil;Norte;Para;Notebook Dell Inspiron;7;17;3265,61;10627,44
-2,756273;-51,083041;04/02/2025;20129550884;;Bruno Vieira;Norte;Amapa;Notebook Dell Inspiron;1;16;3296,34;1056,37
-20,464329;-59,618158;31/12/2024;50822806606;;Yago Pastor;Centro-Oeste;Mato Grosso do Sul;Smartphone Samsung Galaxy;4;139;2317,78;3731,27
-9,727857;-38,095989;13/11/2025;18609716520;;Heloisa Siqueira;Nordeste;Paraiba;Impressora HP;2;137;732,05;445,37
-29,731104;-51,581797;31/07/2025;;32355583000160;Varejo Digital LTDA;Sul;Santa Catarina;Smartphone Samsung Galaxy;1;138;1661,64;640,16
-9,671729;-44,747985;20/09/2025;47043283680;;Sra. Nicole Pastor;Nordeste;Alagoas;Notebook Dell Inspiron;4;12;3034,68;5075,78
-23,650062;-52,342583;23/06/2025;01546377697;;Matteo Rodrigues;Centro-Oeste;Distrito Federal;Smart TV LG;2;43;1888,05;1847,68
-23,313656;-41,096245;05/07/2025;99559625934;;Joao Pereira;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;8;130;1392,87;4708,28
-2,612451;-60,573737;05/07/2025;;51217183000132;Comercio Eletronico Brasil;Norte;Amapa;Tablet Apple iPad;10;68;3513,18;15834,17
-23,215035;-46,700021;03/09/2024;;45064625000155;Comercio Internacional SA;Sudeste;Espirito Santo;Impressora HP;2;135;585,52;394,62
-32,310853;-53,277058;25/03/2025;;52567990000148;Atacadista Informatica;Sul;Santa Catarina;Impressora HP;4;131;522,2;664,75
-15,92866;-38,690286;27/04/2025;67012097930;;Mariah Porto;Nordeste;Piaui;Tablet Apple iPad;1;67;2549,66;854,46
-23,207595;-44,724338;13/02/2025;;73517053000158;Atacadista Informatica;Sudeste;Espirito Santo;Smart TV LG;7;36;2929,34;6454,82
-13,972582;-58,754065;01/11/2025;;73251717000180;Suprimentos Tecnicos LTDA;Centro-Oeste;Mato Grosso do Sul;Tablet Apple iPad;10;57;3377,03;14999,78
-17,422866;-54,299881;24/10/2024;62803950812;;Brayan Peixoto;Centro-Oeste;Distrito Federal;Smartphone Samsung Galaxy;2;128;2337,2;1769,62
-23,82132;-46,82985;11/07/2024;;16950029000174;Suprimentos Tecnicos LTDA;Sudeste;Minas Gerais;Smart TV LG;2;34;1893,17;1471,24
-32,566464;-52,096746;17/07/2025;75290346856;;Heloisa Rodrigues;Sul;Santa Catarina;Smartphone Samsung Galaxy;5;123;2024,9;4692,93
-2,293765;-59,819785;25/12/2024;95195454256;;Heitor Machado;Norte;Acre;Smartphone Samsung Galaxy;9;114;2018,31;7367,35
-2,73344;-36,291724;02/11/2025;;94321776000157;Comercio Eletronico Brasil;Nordeste;Rio Grande do Norte;Tablet Apple iPad;3;54;2783,46;2776,01
-16,053402;-45,320302;05/08/2025;52910234304;;Caleb Rocha;Sudeste;Rio de Janeiro;Impressora HP;4;127;786,51;1487,07
-29,2271;-52,568482;27/08/2025;79396379085;;Juliana Brito;Sul;Santa Catarina;Tablet Apple iPad;7;47;2996,07;7101,54
-28,892179;-53,421503;03/04/2024;02366272014;;Gael Henrique Albuquerque;Sul;Parana;Tablet Apple iPad;7;40;3548,58;8701,76
-22,653431;-49,065115;02/12/2024;70842282173;;Dom Teixeira;Sul;Rio Grande do Sul;Smart TV LG;7;27;2689,63;9076,16
-3,869792;-56,167219;23/02/2024;;80108392000146;Varejo Digital LTDA;Norte;Amapa;Notebook Dell Inspiron;8;4;3025,58;9921,17
-26,074768;-49,691679;22/10/2025;23472048409;;Diego Silveira;Sul;Santa Catarina;Notebook Dell Inspiron;1;3;3230,89;1074,51
-12,041274;-56,395345;30/03/2024;;00841499000160;Comercio Eletronico Brasil;Centro-Oeste;Mato Grosso;Smartphone Samsung Galaxy;9;105;1697,45;6228,64
-7,765181;-37,978106;27/04/2024;57324187501;;Srta. Antonella da Mota;Nordeste;Piaui;Impressora HP;10;117;663,86;2973,21
-17,197232;-47,374347;14/03/2024;48663211210;;Murilo Cavalcante;Nordeste;Pernambuco;Tablet Apple iPad;10;30;3219,75;14739,33
-14,99093;-53,242279;16/02/2024;;02869955000105;Industria Eletronica Brasil;Centro-Oeste;Mato Grosso do Sul;Impressora HP;8;109;721,28;1951,58
1,955934;-69,965765;10/07/2025;52902183437;;Maria Vitoria da Cunha;Norte;Acre;Notebook Dell Inspiron;2;1;3090,75;2491,38
-11,545483;-39,914616;29/04/2025;;11987775000119;Suprimentos Tecnicos LTDA;Nordeste;Ceara;Tablet Apple iPad;9;21;3009,63;9465,9
-3,766585;-43,649041;24/08/2025;83551651604;;Maria Luisa Ribeiro;Nordeste;Piaui;Smart TV LG;2;25;1907,39;1646,27
2,720052;-66,194498;24/05/2025;09441996904;;Agatha da Rocha;Norte;Tocantins;Smartphone Samsung Galaxy;5;100;1602,05;3853,57
-28,25045;-50,332169;15/04/2025;;54435030000150;Inovacao Digital SA;Sul;Santa Catarina;Smart TV LG;8;17;2387,68;6462,41
-2,752825;-39,040598;15/03/2024;;30908971000103;Importadora Tecnologia;Nordeste;Paraiba;Smartphone Samsung Galaxy;6;94;2285,33;5826,76
-8,614232;-50,158792;10/09/2025;;41430864000120;Suprimentos Tecnicos LTDA;Centro-Oeste;Mato Grosso;Impressora HP;2;107;840,8;755,64
-32,613389;-48,452062;05/02/2024;05610845807;;Vitor Gabriel Fernandes;Sul;Rio Grande do Sul;Impressora HP;1;106;873,36;312,84
-15,239425;-44,045836;23/02/2025;;80432557000130;Distribuidora Nacional;Sudeste;Sao Paulo;Smart TV LG;5;12;2305,16;4645,51
-14,510595;-50,503598;19/09/2024;19859424616;;Sophia Azevedo;Sudeste;Sao Paulo;Impressora HP;7;99;483,58;1224,82
-19,676713;-58,210714;07/01/2024;97460426962;;Leo da Paz;Centro-Oeste;Mato Grosso;Smartphone Samsung Galaxy;2;92;1419,58;1138,84
4,365948;-72,780457;24/12/2024;;03664079000143;Inovacao Digital SA;Norte;Amazonas;Tablet Apple iPad;10;11;3600,55;16769,68
-24,260245;-55,610064;26/05/2025;90691249555;;Benicio Vasconcelos;Sul;Santa Catarina;Tablet Apple iPad;5;6;2795,09;5776,75
-22,399205;-53,686079;08/10/2025;;93642207000140;Varejo Digital LTDA;Centro-Oeste;Mato Grosso;Notebook Dell Inspiron;1;0;2952,3;1063,4
-14,784804;-53,287605;14/05/2025;;69364025000170;Varejo Digital LTDA;Centro-Oeste;Distrito Federal;Smart TV LG;9;3;2927,08;12589,71
-15,873461;-48,405703;12/01/2024;23978694468;;Leonardo Martins;Centro-Oeste;Distrito Federal;Smartphone Samsung Galaxy;10;82;1276,77;5701,83
-13,975718;-39,317458;21/03/2024;;81192238000168;Importadora Tecnologia;Nordeste;Paraiba;Impressora HP;10;89;513,31;1653,53
-17,36487;-42,8775;06/12/2025;;23931906000125;Tech Solutions LTDA;Sudeste;Sao Paulo;Smart TV LG;3;0;2762,21;3309,66
-23,712951;-40,91061;17/10/2024;74574490942;;Rodrigo Costa;Sudeste;Sao Paulo;Smartphone Samsung Galaxy;5;77;1780,73;4087,51
-30,946432;-55,467134;14/02/2024;42652693549;;Sr. Isaac Cunha;Sul;Santa Catarina;Smartphone Samsung Galaxy;3;74;2344,33;3048,39
-10,292339;-56,633028;16/04/2024;91998643476;;Giovanna Siqueira;Centro-Oeste;Mato Grosso;Notebook Dell Inspiron;8;115;2993,77;11614,39
0,49613;-50,943362;17/10/2024;50482768177;;Vitor Duarte;Norte;Amazonas;Notebook Dell Inspiron;5;110;3203,73;5109,32
4,394109;-52,502798;06/10/2024;;99049317000180;Comercio Internacional SA;Norte;Roraima;Smart TV LG;1;59;1823,36;827,84
-5,888101;-37,606217;23/10/2025;;43770168000199;Atacadista Informatica;Nordeste;Ceara;Tablet Apple iPad;1;5;3906,35;1731,21
-17,215034;-48,827498;26/07/2024;;46904129000125;Tech Solutions LTDA;Centro-Oeste;Mato Grosso do Sul;Smart TV LG;9;50;2888,6;10228,9
-28,364723;-55,259983;21/04/2024;;99699617000104;Comercio Internacional SA;Sul;Santa Catarina;Smartphone Samsung Galaxy;4;70;1476,92;2621,68
-20,405752;-47,61225;26/03/2024;26420634024;;Jade Pacheco;Sudeste;Rio de Janeiro;Impressora HP;4;85;482,76;929,67
2,555034;-70,347408;05/06/2025;34456195657;;Julia da Luz;Norte;Para;Smart TV LG;2;48;2488,45;2392,44
-21,609481;-39,280109;05/07/2025;59359607371;;Pedro Lucas Câmara;Sudeste;Rio de Janeiro;Impressora HP;5;80;681,62;1380,09
-15,702701;-58,764797;20/08/2025;98286656628;;Maya Montenegro;Centro-Oeste;Mato Grosso;Smart TV LG;3;45;1834,87;2545,63
-12,511945;-50,873402;01/11/2024;;13820677000118;Inovacao Digital SA;Centro-Oeste;Distrito Federal;Smartphone Samsung Galaxy;6;64;1642,24;3284,5
-22,438335;-54,308597;14/09/2025;30403619025;;Lara Azevedo;Sul;Parana;Smartphone Samsung Galaxy;5;59;1232,33;2005,04
-24,433087;-41,100118;27/06/2024;;35769610000139;Inovacao Digital SA;Sudeste;Espirito Santo;Impressora HP;4;76;618,07;752,34
-29,957879;-53,075169;22/02/2025;62977247769;;Caleb Albuquerque;Sul;Parana;Smartphone Samsung Galaxy;4;55;2473,05;4942,98
-26,527116;-50,382888;04/02/2024;32615569783;;Lucca Caldeira;Sul;Rio Grande do Sul;Tablet Apple iPad;1;4;3749,78;1449,59
-22,745618;-48,913308;23/06/2025;;37175647000164;Comercio Internacional SA;Sudeste;Sao Paulo;Smart TV LG;2;43;2084,15;1856,35
-22,582335;-51,323035;19/01/2024;10835505430;;Davi da Luz;Sul;Santa Catarina;Notebook Dell Inspiron;8;102;3323,24;11329,42
-21,689234;-47,264507;06/09/2024;;69189079000147;Comercio Internacional SA;Sudeste;Sao Paulo;Smart TV LG;4;39;1947,54;2656,11
-4,991029;-69,646245;04/09/2024;89837625430;;Joao Felipe Rezende;Norte;Roraima;Smartphone Samsung Galaxy;2;53;1201,38;1030,43
4,301851;-67,604485;16/12/2025;;12609205000158;Distribuidora Nacional;Norte;Amapa;Smartphone Samsung Galaxy;1;52;2448,8;1048,97
-10,378136;-58,567198;09/02/2025;96336914003;;Yuri Fernandes;Centro-Oeste;Distrito Federal;Impressora HP;6;70;670,35;1301,71
-9,182205;-51,450777;01/04/2024;66122510009;;Srta. Maria Isis Silveira;Centro-Oeste;Mato Grosso;Smart TV LG;5;34;2859,54;6101,06
-10,824589;-35,025819;20/03/2025;10122761553;;Arthur Miguel da Rosa;Nordeste;Maranhao;Smartphone Samsung Galaxy;7;45;1389,51;4141,1
-18,305448;-59,521481;31/01/2024;51508106819;;Alana Albuquerque;Centro-Oeste;Distrito Federal;Smart TV LG;1;33;2942,03;1072,58
-7,079423;-46,517142;13/11/2024;;73463020000172;Comercio Internacional SA;Nordeste;Pernambuco;Notebook Dell Inspiron;9;93;2806,88;11016,92
-25,512021;-49,966441;05/02/2024;;30260131000179;Industria Eletronica Brasil;Sul;Rio Grande do Sul;Tablet Apple iPad;4;0;2674,55;3824,17
-1,843977;-63,10604;16/11/2024;57925081198;;Ana Sophia Duarte;Norte;Acre;Smart TV LG;3;30;2123,08;2734,75
-15,824088;-38,21006;06/11/2025;48243756060;;Maria Vitoria Barros;Nordeste;Alagoas;Smartphone Samsung Galaxy;10;35;2054,59;8450,23
-26,481165;-51,906334;28/11/2024;;65024062000189;Industria Eletronica Brasil;Sul;Santa Catarina;Impressora HP;7;63;497,99;1474,75
-16,08184;-43,646188;30/11/2025;;35106209000119;Inovacao Digital SA;Nordeste;Paraiba;Smart TV LG;2;28;1964,27;1197,4
-22,685748;-58,515839;30/10/2024;70235065510;;Rodrigo Nascimento;Centro-Oeste;Goias;Tablet Apple iPad;4;48;3687,28;4482,72
-8,160209;-52,871841;17/06/2024;;40563809000146;Suprimentos Tecnicos LTDA;Centro-Oeste;Distrito Federal;Notebook Dell Inspiron;3;90;2847,48;2838,9
2,581582;-52,566777;17/04/2025;;88390529000100;Industria Eletronica Brasil;Norte;Amazonas;Smart TV LG;7;21;2634,08;6290,18
-5,887717;-36,8812;25/02/2025;49531597723;;Marcelo Freitas;Nordeste;Maranhao;Notebook Dell Inspiron;8;82;2970,38;11854,81
2,844641;-60,91484;29/11/2025;31825506167;;Breno Caldeira;Norte;Para;Impressora HP;5;58;611,16;1188,47
-21,260435;-43,425045;12/07/2024;56735742583;;Agatha Vasconcelos;Sudeste;Sao Paulo;Tablet Apple iPad;2;46;3699,98;3377,32
-1,913029;-51,617683;16/04/2025;00782758304;;Paulo Souza;Norte;Tocantins;Notebook Dell Inspiron;2;80;3009,52;2767,72
-5,288396;-45,980793;06/06/2025;;61974255000140;Varejo Digital LTDA;Nordeste;Bahia;Impressora HP;6;52;471,97;885,9
-12,010465;-52,983144;17/04/2024;04967108423;;Paulo Sales;Centro-Oeste;Mato Grosso do Sul;Smartphone Samsung Galaxy;1;34;2482,39;960,99
-4,615142;-38,625502;12/04/2025;38928046130;;Danilo da Luz;Nordeste;Bahia;Impressora HP;9;43;739,97;2425,38
-19,678941;-47,507979;01/04/2024;;22084718000146;Atacadista Informatica;Sudeste;Espirito Santo;Tablet Apple iPad;1;45;3463,81;1342,97
2,177524;-56,218327;11/12/2024;92614427730;;Dra. Melissa Cunha;Norte;Acre;Notebook Dell Inspiron;10;70;3441,1;11651,49
2,325574;-61,818508;01/07/2025;;59959383000172;Distribuidora Nacional;Norte;Tocantins;Smartphone Samsung Galaxy;9;25;1912,2;8422,86
-21,89974;-55,327122;02/07/2024;;08932891000126;Varejo Digital LTDA;Centro-Oeste;Goias;Impressora HP;5;38;725,1;1233,55
-0,190214;-66,798796;20/04/2025;30647273209;;Srta. Ísis Sampaio;Norte;Roraima;Notebook Dell Inspiron;5;65;3226,54;7105,99
-13,595134;-48,098497;22/11/2024;;03079668000164;Distribuidora Nacional;Centro-Oeste;Mato Grosso do Sul;Smart TV LG;10;11;2525,09;12200,91
-0,202788;-57,322351;29/07/2024;;22074870000148;Importadora Tecnologia;Norte;Amazonas;Smart TV LG;9;2;2971,17;10743,33
-4,912123;-51,364321;12/06/2024;;31616167000105;Importadora Tecnologia;Norte;Tocantins;Impressora HP;8;30;579,09;1698,72
-26,844173;-56,130309;16/06/2024;39369755233;;Luna Mendonca;Sul;Parana;Smartphone Samsung Galaxy;9;16;2152,75;9363,85
-32,719194;-49,136748;20/05/2025;;25454210000180;Tech Solutions LTDA;Sul;Parana;Smart TV LG;1;1;2906,53;1201,92
-21,87566;-45,040972;27/10/2024;16618919509;;Rael Nascimento;Sudeste;Espirito Santo;Smart TV LG;1;0;2053,19;984,38
-6,898736;-39,839833;10/07/2024;97833878987;;Igor Macedo;Nordeste;Rio Grande do Norte;Smart TV LG;5;124;2710,43;4837,16
-32,933388;-49,34957;14/07/2025;;51591649000165;Atacadista Informatica;Sul;Santa Catarina;Smart TV LG;2;122;2969,96;1793,98
-20,640745;-43,123704;08/07/2025;;42893226000109;Comercio Internacional SA;Sudeste;Sao Paulo;Smart TV LG;1;121;2090,13;908,17
-18,733549;-50,056181;24/02/2024;86167112606;;Srta. Mirella Correia;Centro-Oeste;Mato Grosso do Sul;Impressora HP;5;25;570,75;1182,76
0,557769;-64,287219;08/08/2025;12762641780;;Heitor Moreira;Norte;Rondonia;Impressora HP;5;20;476,89;1069,05
-21,260742;-49,59862;22/04/2024;;87206137000185;Comercio Eletronico Brasil;Centro-Oeste;Goias;Smart TV LG;8;113;2100,93;5886,01
-20,438436;-54,564517;13/07/2025;;43198849000124;Importadora Tecnologia;Centro-Oeste;Mato Grosso;Smart TV LG;6;107;2961,05;5534,99
-23,795786;-49,948201;09/03/2025;;99353050000110;Comercio Internacional SA;Sudeste;Sao Paulo;Tablet Apple iPad;4;41;3284,33;4759,47
-24,131304;-46,803382;20/05/2025;83324492270;;Emanuella Lima;Sudeste;Sao Paulo;Notebook Dell Inspiron;10;55;3336,77;13022,18
-6,442855;-41,870483;10/12/2024;63602393453;;Cecilia Ribeiro;Nordeste;Pernambuco;Notebook Dell Inspiron;2;53;3089,01;2172,64
-26,230536;-56,548658;06/01/2025;33766490656;;Benicio Cassiano;Sul;Rio Grande do Sul;Tablet Apple iPad;9;32;3151,94;11765,31
-18,467164;-47,067416;26/06/2025;22431252930;;Antony Silva;Sudeste;Espirito Santo;Tablet Apple iPad;4;28;2647,71;5179,54
-5,099275;-37,275705;06/07/2024;;80704811000102;Inovacao Digital SA;Nordeste;Maranhao;Smart TV LG;5;102;2573,62;3906,22
-23,990237;-48,509178;03/11/2024;71148467971;;Clarice Cardoso;Sul;Santa Catarina;Smartphone Samsung Galaxy;4;12;1609,57;2098,65
-2,44615;-51,68973;23/12/2025;93011441154;;Joao Felipe Nunes;Norte;Tocantins;Smart TV LG;8;94;2580,93;9195,36
-18,96859;-42,686283;26/04/2024;;89232950000155;Atacadista Informatica;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;2;51;3156,07;2330,44
-20,344512;-42,134835;11/12/2025;82874271691;;Noah Vargas;Sudeste;Sao Paulo;Smartphone Samsung Galaxy;10;2;1304,57;5130,32
-2,86029;-56,151398;27/11/2025;;14151218000151;Varejo Digital LTDA;Norte;Rondonia;Notebook Dell Inspiron;5;46;3372,64;5214,65
-20,128985;-46,177271;05/09/2024;51652391797;;Isabella Aragao;Centro-Oeste;Mato Grosso;Smart TV LG;3;91;2328,49;2503,24
-26,570629;-48,15084;12/07/2025;;53158516000125;Tech Solutions LTDA;Sul;Parana;Notebook Dell Inspiron;4;42;2907,61;3772,26
-28,492916;-48,400517;04/07/2024;59472648037;;Lucas Gabriel Macedo;Sul;Santa Catarina;Impressora HP;1;19;532,71;199,84
-2,72372;-55,294274;01/04/2025;;88467790000160;Varejo Digital LTDA;Norte;Rondonia;Impressora HP;10;9;776,06;3245,43
-23,661896;-47,862839;21/01/2024;95839015806;;Bernardo Cassiano;Sudeste;Sao Paulo;Notebook Dell Inspiron;8;34;3479,49;11820,23
-15,617377;-38,884587;05/06/2025;;71589754000177;Atacadista Informatica;Nordeste;Rio Grande do Norte;Smart TV LG;9;82;2804,38;11531,16
-3,96659;-37,555699;02/03/2025;;13402276000148;Suprimentos Tecnicos LTDA;Nordeste;Ceara;Tablet Apple iPad;7;21;2620,01;8783,38
-23,980812;-51,635194;31/03/2024;;14501370000117;Inovacao Digital SA;Sul;Rio Grande do Sul;Impressora HP;7;2;606,55;1735,88
-2,953027;-37,43794;20/02/2024;47687048407;;Dom Pinto;Nordeste;Ceara;Tablet Apple iPad;9;12;3005,04;10641,01
-12,501594;-48,732188;24/01/2025;07131945889;;Vitor Hugo Nunes;Centro-Oeste;Goias;Impressora HP;1;1;629,62;308,4
-17,476096;-39,519221;25/03/2024;62463492341;;Maria Pimenta;Sudeste;Espirito Santo;Notebook Dell Inspiron;3;31;3399,37;3088,95
-14,667358;-42,65358;23/09/2024;21141243393;;Manuela Camargo;Nordeste;Paraiba;Tablet Apple iPad;3;9;3653,0;4910,63
-23,995257;-55,015153;28/07/2025;23794268563;;Dr. Joao Lucas Novais;Sul;Santa Catarina;Impressora HP;1;0;622,94;203,42
-20,695699;-48,396742;28/08/2025;43018294742;;Caroline Ramos;Sudeste;Espirito Santo;Smartphone Samsung Galaxy;2;0;2279,12;2146,43
-3,87834;-50,258678;12/08/2025;01207182192;;Henry Gabriel da Paz;Norte;Rondonia;Smartphone Samsung Galaxy;1;104;2491,19;1210,51
-9,287566;-52,521975;21/01/2025;95111227113;;Yuri Oliveira;Centro-Oeste;Mato Grosso do Sul;Smartphone Samsung Galaxy;8;96;1737,9;4711,2
-13,853924;-58,228272;06/06/2025;;47428178000100;Industria Eletronica Brasil;Centro-Oeste;Distrito Federal;Smart TV LG;7;75;1951,62;4281,7
-20,33903;-50,231974;01/09/2024;;37059016000180;Suprimentos Tecnicos LTDA;Centro-Oeste;Mato Grosso do Sul;Tablet Apple iPad;8;1;3138,51;8644,92
-15,521384;-58,303421;02/08/2025;;18987585000140;Varejo Digital LTDA;Centro-Oeste;Goias;Impressora HP;7;137;862,24;1884,36
-29,604078;-57,301418;27/06/2025;84508726429;;Dra. Alana Porto;Sul;Santa Catarina;Smart TV LG;6;69;2854,84;8518,36
-10,954995;-35,376316;13/04/2025;;59298794000164;Comercio Internacional SA;Nordeste;Maranhao;Impressora HP;4;133;594,1;921,53
-16,989038;-57,516912;24/12/2025;41440397309;;Rebeca Mendonca;Centro-Oeste;Goias;Smart TV LG;8;61;2898,58;9774,04
-6,888126;-36,509049;19/06/2025;;56860719000157;Comercio Eletronico Brasil;Nordeste;Sergipe;Impressora HP;5;128;694,85;1104,45
-3,578212;-56,847133;01/04/2025;;75289924000159;Suprimentos Tecnicos LTDA;Norte;Acre;Smartphone Samsung Galaxy;2;94;1416,63;1155,9
-23,962142;-51,429103;11/02/2025;12844117619;;Lucca Sales;Sul;Santa Catarina;Tablet Apple iPad;1;0;3832,68;1320,79
-3,073664;-70,251581;23/02/2024;;31506583000150;Inovacao Digital SA;Norte;Rondonia;Tablet Apple iPad;1;170;3607,02;1278,41
1,520299;-64,037353;10/09/2025;58441629439;;Dr. Dante Costela;Norte;Acre;Tablet Apple iPad;7;163;2776,44;7435,32
-13,190417;-56,557652;19/10/2024;;22468133000120;Industria Eletronica Brasil;Centro-Oeste;Distrito Federal;Impressora HP;7;121;604,79;1302,54
3,937324;-65,636642;04/01/2024;51157481183;;Rafaela Guerra;Norte;Amapa;Notebook Dell Inspiron;7;24;2929,83;8974,63
-24,506219;-49,229224;06/02/2025;23861229560;;Cecilia Silva;Sudeste;Espirito Santo;Smart TV LG;2;59;2427,45;1815,55
2,051627;-63,526606;19/04/2024;;19274217000118;Importadora Tecnologia;Norte;Roraima;Tablet Apple iPad;5;158;3566,79;8366,52
-2,835179;-67,735876;01/12/2025;;75919923000140;Suprimentos Tecnicos LTDA;Norte;Para;Smart TV LG;1;58;2774,96;850,23
-20,696282;-50,927151;18/03/2024;;93339474000143;Importadora Tecnologia;Sudeste;Espirito Santo;Notebook Dell Inspiron;1;23;3021,43;1271,27
-22,426747;-54,17351;04/03/2024;88646602400;;Kaique Novaes;Centro-Oeste;Mato Grosso do Sul;Impressora HP;2;119;603,49;583,97
-12,591527;-35,352943;30/04/2024;;76839610000145;Comercio Eletronico Brasil;Nordeste;Paraiba;Impressora HP;7;112;892,63;2288,72
0,99904;-71,993496;15/06/2025;;58729277000130;Atacadista Informatica;Norte;Para;Smart TV LG;7;51;1847,08;4496,28
-25,02573;-49,226065;16/02/2025;04930270090;;Alice da Luz;Sul;Santa Catarina;Smartphone Samsung Galaxy;5;89;2395,6;4613,18
-0,535871;-57,084276;30/08/2025;18736292303;;Rebeca Ramos;Norte;Acre;Impressora HP;4;108;700,66;1005,2
-20,962704;-40,251712;27/08/2024;;39678593000185;Distribuidora Nacional;Sudeste;Sao Paulo;Smartphone Samsung Galaxy;6;83;1533,61;3371,32
-9,181404;-48,393195;04/04/2025;15743219516;;Ágatha Nascimento;Centro-Oeste;Mato Grosso;Smart TV LG;1;50;2397,79;1021,52
-8,682539;-36,370386;25/09/2025;13304155317;;Aylla Dias;Nordeste;Bahia;Tablet Apple iPad;3;155;2685,2;2549,41
-33,633931;-53,013879;09/04/2024;;29538736000108;Varejo Digital LTDA;Sul;Parana;Tablet Apple iPad;3;152;3694,53;4053,57
-22,216043;-42,24746;01/08/2024;92245821173;;Jade Siqueira;Sudeste;Rio de Janeiro;Impressora HP;8;100;508,17;1935,08
-14,187106;-48,706086;18/06/2025;;57268869000139;Suprimentos Tecnicos LTDA;Sudeste;Minas Gerais;Impressora HP;8;92;804,44;2282,89
-14,346699;-43,764707;09/10/2024;39855915046;;Noah Monteiro;Sudeste;Minas Gerais;Notebook Dell Inspiron;4;19;3442,74;5461,91
0,968351;-58,199816;03/05/2024;35249788602;;Valentim Aragao;Norte;Roraima;Tablet Apple iPad;10;142;2950,44;14143,78
-20,634245;-49,081803;16/12/2024;08194451264;;Heloisa Moraes;Sudeste;Espirito Santo;Smart TV LG;6;44;2417,73;5340,95
3,109703;-72,243463;01/01/2024;;48680185000159;Inovacao Digital SA;Norte;Amapa;Notebook Dell Inspiron;3;16;2947,79;2716,28
-20,276098;-40,235433;22/08/2025;;11928636000114;Importadora Tecnologia;Sudeste;Sao Paulo;Smart TV LG;8;36;2003,82;6320,15
-15,230987;-50,099311;01/02/2024;91808063929;;Noah Andrade;Centro-Oeste;Distrito Federal;Tablet Apple iPad;7;135;3526,02;9158,85
-19,014231;-41,276413;01/10/2024;88985822268;;Theodoro Pires;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;7;76;1625,8;4849,7
0,009852;-72,297903;18/04/2024;;71032494000134;Comercio Internacional SA;Norte;Amapa;Impressora HP;2;90;621,52;556,26
1,590786;-65,317108;20/09/2025;;51957375000185;Industria Eletronica Brasil;Norte;Amapa;Impressora HP;10;80;662,02;2995,27
-7,333075;-40,411439;24/05/2024;58758892257;;Maria Sophia Campos;Nordeste;Sergipe;Notebook Dell Inspiron;3;13;3456,32;4577,19
